model,param,fold,test_recall,test_precision,test_pr_auc,test_roc_auc,test_pr_auc_adj,train_recall,train_precision,train_pr_auc,train_roc_auc,train_pr_auc_adj,time
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 50, 'random_state': 4}",1,0.30434782608695654,0.7777777777777778,0.6207874081704801,0.9723571736055593,0.6736227284477962,0.29559748427672955,0.7966101694915254,0.6777798995266646,0.9769098196681202,0.6777869786153838,2.6881931600000826
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 50, 'random_state': 4}",2,0.2564102564102564,0.7692307692307693,0.6445511274511193,0.9552859104233924,0.5944356794146674,0.31868131868131866,0.8055555555555556,0.6849791293565505,0.9772572181565757,0.6849051306707857,3.148291457000596
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 50, 'random_state': 4}",3,0.23529411764705882,0.6153846153846154,0.5800923982326859,0.9761240703177823,0.5598551721364851,0.33031674208144796,0.8202247191011236,0.6837191455129253,0.9752582809867841,0.6837089661797815,4.3341711569992185
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 50, 'random_state': 4}",4,0.23684210526315788,0.6923076923076923,0.5226594258215271,0.9349520839671434,0.489718837951278,0.32941176470588235,0.8076923076923077,0.6833837455093752,0.9763334385632607,0.6833783809584277,4.397368467999513
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 50, 'random_state': 4}",5,0.22580645161290322,0.6363636363636364,0.5641789995831914,0.9617656560062761,0.5731942758139011,0.310580204778157,0.8504672897196262,0.6656653848974315,0.9719782834752958,0.6656513711004897,4.678935967000143
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 75, 'random_state': 4}",1,0.391304347826087,0.8181818181818182,0.6812920598994898,0.9757394994157801,0.7244668930858507,0.39622641509433965,0.7974683544303798,0.7147645881748397,0.9804871335434567,0.7145983192122257,4.589620723000735
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 75, 'random_state': 4}",2,0.28205128205128205,0.6875,0.6454237305146225,0.96049946194664,0.5956913213215776,0.4230769230769231,0.7938144329896907,0.7216944242186012,0.9806286979734518,0.721600043971867,4.68363928799954
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 75, 'random_state': 4}",3,0.29411764705882354,0.6666666666666666,0.618324446855764,0.9784060175794456,0.6002485582177406,0.4117647058823529,0.7982456140350878,0.7226217157525435,0.9792617056253202,0.7226023295654072,5.679833973999848
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 75, 'random_state': 4}",4,0.2631578947368421,0.6666666666666666,0.5180480349528718,0.937728171585032,0.4825304697442782,0.4196078431372549,0.7925925925925926,0.7165106755447078,0.9791437791574591,0.7165029286862384,6.518534360000558
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 75, 'random_state': 4}",5,0.25806451612903225,0.5714285714285714,0.5932870217191492,0.964326918639531,0.6011964963875832,0.3890784982935154,0.8260869565217391,0.7010913058952407,0.976229554510259,0.7010336636667642,7.464615908999804
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100, 'random_state': 4}",1,0.391304347826087,0.8181818181818182,0.679345301836256,0.9766312034930201,0.7246419917106983,0.49056603773584906,0.8210526315789474,0.741345968957547,0.982291531741577,0.741074669522154,5.2288949639996645
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100, 'random_state': 4}",2,0.28205128205128205,0.6470588235294118,0.6481136599868135,0.9617425507439978,0.5987291350683217,0.4945054945054945,0.8256880733944955,0.7539959278513413,0.9832648317659024,0.7538357650082228,6.382923938000204
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100, 'random_state': 4}",3,0.3235294117647059,0.6875,0.6218445058299427,0.9795469912102772,0.6024822566710517,0.4479638009049774,0.7857142857142857,0.7455632787883185,0.9813577249453111,0.7454722668473738,7.598751948999961
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100, 'random_state': 4}",4,0.2631578947368421,0.6666666666666666,0.5450814352298465,0.9407894736842105,0.5094648177709372,0.4627450980392157,0.8082191780821918,0.7413752013551584,0.9813364200778703,0.7413360290885136,8.835030279999955
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100, 'random_state': 4}",5,0.3225806451612903,0.6666666666666666,0.6317892187031953,0.9688033596381929,0.6401360975551385,0.4334470989761092,0.8089171974522293,0.7220361058989769,0.978542082965252,0.7220063135202491,10.197576874999868
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",1,0.34782608695652173,0.8,0.7375575134390125,0.9823811573703954,0.7788261167116952,0.6226415094339622,0.9428571428571428,0.8798882960675958,0.9915123123641755,0.8798239164660745,5.331099162999635
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",2,0.358974358974359,0.7368421052631579,0.7122262888257769,0.9704998330179228,0.6708697690854006,0.6043956043956044,0.8943089430894309,0.8738911616357821,0.9915543057941345,0.8738565981162073,6.157938419999482
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",3,0.29411764705882354,0.6666666666666666,0.6336189236063668,0.9776031102096011,0.6151410157465227,0.6018099547511312,0.8986486486486487,0.8586582996212047,0.9895374703903755,0.8586415711205457,7.682292198999676
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",4,0.34210526315789475,0.5652173913043478,0.5365702472881156,0.9354844843322178,0.4908688633985752,0.6039215686274509,0.8415300546448088,0.8340101683631933,0.9889954049598373,0.8339236351645581,8.735305977999815
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",5,0.41935483870967744,0.8125,0.7290555686492382,0.9750796068115741,0.73497445862365,0.5426621160409556,0.8502673796791443,0.8087330478920309,0.9860430636098805,0.8085761923128553,9.18154992900054
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 75, 'random_state': 4}",1,0.4782608695652174,0.7857142857142857,0.7569158354138029,0.9837648361109403,0.7967304953608851,0.7044025157232704,0.9411764705882353,0.9148596386633046,0.9944212972957415,0.9141201552617313,8.271058745000119
