params_eta,params_gamma,params_lambda,params_max_depth,params_scale_pos_weight,param_n_estimators_mean,param_n_estimators_std,tr_pr_auc_mean,tr_pr_auc_std,te_pr_auc_mean,te_pr_auc_std,adj_pr_auc_mean,adj_pr_auc_std,tr_roc_auc_mean,tr_roc_auc_std,te_roc_auc_mean,te_roc_auc_std,tr_recall_mean,tr_recall_std,te_recall_mean,te_recall_std,tr_precision_mean,tr_precision_std,te_precision_mean,te_precision_std,time_mean,time_std
0.075,0.5,0.1,4,False,61.4,8.44393273303382,0.9817,0.0099,0.7251,0.0739,0.7173,0.0915,0.9991,0.0005,0.9797,0.0056,0.8644,0.0465,0.4643,0.1591,0.9686,0.0152,0.751,0.0944,0.5783,0.0708
0.125,0.75,0.5,5,True,77.4,19.70532922840925,1.0,0.0,0.7251,0.0472,0.7169,0.0738,1.0,0.0,0.9793,0.0063,1.0,0.0,0.7291,0.1296,0.9258,0.0732,0.578,0.0456,0.8812,0.2183
0.075,0.1,0.5,5,True,120.4,27.91594526431086,1.0,0.0,0.725,0.0737,0.7151,0.0964,1.0,0.0,0.9783,0.0082,1.0,0.0,0.7654,0.0856,0.8757,0.0865,0.5626,0.043,1.2045,0.2757
0.125,0.0,1.0,4,True,98.4,41.536730733171574,0.9974,0.0041,0.725,0.073,0.715,0.0964,0.9999,0.0002,0.9796,0.0077,1.0,0.0,0.7879,0.0533,0.8279,0.1696,0.5516,0.0662,0.8425,0.3157
0.125,0.1,0.1,5,True,71.2,11.211601134539169,1.0,0.0,0.725,0.0783,0.713,0.1029,1.0,0.0,0.9797,0.0073,1.0,0.0,0.7007,0.1176,0.9112,0.0679,0.5703,0.0778,0.8229,0.105
0.025,0.1,1.0,4,True,502.2,144.92653311247048,0.9998,0.0006,0.725,0.072,0.7142,0.0976,1.0,0.0,0.9792,0.0092,1.0,0.0,0.7824,0.0658,0.8427,0.1153,0.5651,0.059,3.1706,0.8801
0.125,0.1,1.0,4,False,38.6,11.567194992737004,0.9616,0.0319,0.725,0.0454,0.7169,0.0651,0.9979,0.0017,0.9787,0.0052,0.8215,0.1025,0.4732,0.0834,0.9488,0.0386,0.7526,0.0886,0.4785,0.0376
0.1,0.1,0.5,4,True,119.6,21.858636736997116,0.9999,0.0001,0.7249,0.0809,0.7113,0.1055,1.0,0.0,0.9785,0.0103,1.0,0.0,0.7439,0.1059,0.8486,0.1084,0.5599,0.0562,1.2003,0.3243
0.05,1.0,0.1,2,False,142.0,61.91930232165088,0.8698,0.0444,0.7248,0.0855,0.7142,0.1075,0.9921,0.0029,0.9778,0.0086,0.6078,0.0738,0.4775,0.0933,0.9034,0.0238,0.7945,0.139,0.7449,0.4331
0.05,1.0,0.5,5,True,230.0,179.56057473732923,0.9997,0.0006,0.7248,0.0738,0.7145,0.0952,1.0,0.0,0.9783,0.0081,1.0,0.0,0.7349,0.0615,0.8295,0.12,0.5282,0.0368,1.4986,0.3674
0.05,1.0,1.0,4,False,86.8,29.089517012147176,0.9612,0.0249,0.7248,0.0696,0.714,0.0883,0.9979,0.0014,0.9791,0.0069,0.8034,0.101,0.4959,0.0936,0.9539,0.0301,0.7648,0.1152,0.6764,0.1049
0.025,0.75,0.1,4,True,374.8,87.09879448075041,0.9987,0.0015,0.7247,0.0722,0.7152,0.0957,0.9999,0.0001,0.9786,0.0094,1.0,0.0,0.7883,0.0782,0.7447,0.0839,0.5177,0.0301,2.5527,0.5741
0.05,1.0,0.1,4,False,98.8,27.086897201414562,0.9843,0.0121,0.7247,0.0832,0.7152,0.1007,0.9992,0.0006,0.9794,0.0068,0.8764,0.0633,0.4588,0.1415,0.9765,0.0154,0.7634,0.1225,0.7405,0.1246
0.05,0.1,0.1,4,False,93.2,26.071056748816304,0.982,0.0117,0.7246,0.0825,0.7147,0.0996,0.9991,0.0006,0.9792,0.007,0.86,0.0669,0.4799,0.1378,0.9744,0.0166,0.7353,0.0884,0.9397,0.4003
0.025,1.0,0.5,2,True,604.6,198.41824512881877,0.9267,0.0498,0.7246,0.0864,0.7128,0.1134,0.9966,0.0024,0.9789,0.0094,1.0,0.0,0.8866,0.0617,0.5108,0.09,0.4387,0.0711,1.9672,0.4378
0.125,0.75,0.5,4,True,107.4,25.6865723676788,1.0,0.0,0.7245,0.0595,0.7149,0.086,1.0,0.0,0.9798,0.0081,1.0,0.0,0.7345,0.0928,0.9043,0.0545,0.5705,0.0492,0.9429,0.128
0.075,0.1,0.1,4,True,146.0,49.63365793491348,0.9985,0.0028,0.7245,0.0667,0.7144,0.0918,0.9999,0.0001,0.9787,0.0096,1.0,0.0,0.7614,0.0551,0.8152,0.1487,0.5583,0.0348,1.3444,0.4807
0.075,0.75,1.0,4,True,152.4,37.76638717166364,0.9997,0.0005,0.7245,0.071,0.7128,0.0987,1.0,0.0,0.9788,0.0088,1.0,0.0,0.7692,0.0679,0.8126,0.1047,0.5572,0.0481,1.0939,0.2232
0.125,0.0,1.0,5,True,71.2,23.573289969794203,0.9995,0.0006,0.7245,0.0575,0.7144,0.0814,1.0,0.0,0.9794,0.0063,1.0,0.0,0.7617,0.0353,0.8664,0.1327,0.5573,0.0442,0.8367,0.186
0.075,1.0,1.0,5,False,54.8,14.078352176302452,0.9912,0.0056,0.7244,0.0553,0.7155,0.0786,0.9995,0.0003,0.9795,0.0064,0.8974,0.0501,0.4975,0.1301,0.9862,0.0116,0.7376,0.0494,0.6468,0.0917
0.025,0.0,0.5,5,False,155.6,36.65787773453341,0.9941,0.0051,0.7244,0.0583,0.7147,0.082,0.9997,0.0003,0.9792,0.0067,0.912,0.0479,0.4593,0.1239,0.9858,0.0108,0.7481,0.087,1.5653,0.3697
0.075,0.5,0.5,4,False,53.4,11.545561917897285,0.9656,0.018,0.7243,0.0671,0.7141,0.0888,0.9982,0.001,0.9788,0.0067,0.8023,0.0566,0.4734,0.0711,0.956,0.0211,0.7996,0.0885,0.5424,0.0775
0.125,1.0,1.0,4,False,43.0,12.708265027138834,0.9734,0.0277,0.7243,0.0496,0.7147,0.0717,0.9985,0.0015,0.9789,0.0064,0.8594,0.0792,0.4888,0.0823,0.9625,0.0367,0.7464,0.0964,0.5129,0.0753
0.025,1.0,0.75,5,True,444.0,322.37555738610206,1.0,0.0,0.7243,0.0661,0.7151,0.0888,1.0,0.0,0.9794,0.0074,1.0,0.0,0.7668,0.0833,0.8155,0.0994,0.5448,0.0395,2.9859,0.8374
0.1,0.75,1.0,4,True,127.8,15.91225942473287,1.0,0.0,0.7243,0.075,0.7136,0.0992,1.0,0.0,0.9793,0.0082,1.0,0.0,0.7521,0.0895,0.8657,0.0722,0.5583,0.0385,0.9385,0.1296
0.125,1.0,0.5,4,True,86.6,37.89854878488094,0.9976,0.0037,0.7243,0.0731,0.714,0.0979,0.9999,0.0001,0.9793,0.0083,1.0,0.0,0.8137,0.0778,0.7901,0.1203,0.5459,0.0321,0.7766,0.2078
0.05,0.75,0.75,2,False,138.4,36.356567494745704,0.8648,0.0467,0.7242,0.0775,0.7128,0.1003,0.9918,0.0029,0.9771,0.009,0.6079,0.0723,0.4633,0.0759,0.8878,0.0386,0.8,0.1498,0.6111,0.0778
0.125,0.5,0.75,5,True,141.0,164.05334498266106,0.9996,0.0008,0.7242,0.0802,0.7158,0.0987,1.0,0.0,0.9786,0.0064,1.0,0.0,0.7346,0.0825,0.8621,0.1153,0.5572,0.0564,0.951,0.2995
0.075,0.0,0.75,4,True,146.8,16.02186006679624,0.9999,0.0001,0.7242,0.0844,0.7124,0.1091,1.0,0.0,0.9789,0.0097,1.0,0.0,0.7493,0.0954,0.8235,0.0954,0.5561,0.0303,1.0758,0.0679
0.05,0.0,0.1,2,True,361.0,86.52456298647223,0.9551,0.0259,0.7242,0.0836,0.7115,0.1114,0.9981,0.0012,0.9795,0.009,1.0,0.0,0.8684,0.046,0.5517,0.0519,0.4659,0.0379,1.118,0.2696
0.125,1.0,1.0,5,True,105.0,60.51446108162908,1.0,0.0,0.7242,0.0677,0.7137,0.0922,1.0,0.0,0.9787,0.0077,1.0,0.0,0.7313,0.1159,0.9326,0.0476,0.5633,0.0197,0.8921,0.1042
0.025,0.5,1.0,4,True,464.8,32.706268512320385,1.0,0.0001,0.7242,0.0716,0.7136,0.0948,1.0,0.0,0.9791,0.0087,1.0,0.0,0.766,0.0865,0.8247,0.0805,0.5481,0.0159,2.9825,0.5901
0.05,0.5,0.5,2,False,131.6,32.523837411966014,0.8641,0.0261,0.7242,0.078,0.7128,0.1008,0.9917,0.0018,0.9774,0.0081,0.5957,0.055,0.4697,0.0794,0.8954,0.0292,0.8367,0.1225,0.8914,0.4662
0.05,0.1,0.5,2,False,131.6,32.523837411966014,0.8641,0.0261,0.7242,0.078,0.7128,0.1008,0.9917,0.0018,0.9774,0.0081,0.5957,0.055,0.4697,0.0794,0.8954,0.0292,0.8367,0.1225,0.6015,0.1044
0.05,0.0,0.5,2,False,131.6,32.523837411966014,0.8641,0.0261,0.7242,0.078,0.7128,0.1008,0.9917,0.0018,0.9774,0.0081,0.5957,0.055,0.4697,0.0794,0.8954,0.0292,0.8367,0.1225,0.6134,0.1006
0.025,0.75,0.75,2,True,670.2,166.49534528028104,0.9385,0.0439,0.7241,0.0806,0.7118,0.1088,0.9973,0.0021,0.9794,0.0087,1.0,0.0,0.8859,0.0593,0.5291,0.0744,0.4586,0.0641,2.0619,0.5316
0.05,0.75,1.0,5,False,87.8,33.32716609614445,0.9932,0.0075,0.7241,0.068,0.7132,0.0914,0.9996,0.0004,0.9796,0.0063,0.9129,0.0698,0.4947,0.1279,0.9894,0.0105,0.7698,0.0998,1.1386,0.2363
0.025,0.75,0.75,5,False,148.0,44.204072210600685,0.9914,0.0069,0.7241,0.0726,0.7145,0.0948,0.9995,0.0004,0.9796,0.0074,0.8964,0.0546,0.4471,0.1421,0.9854,0.0132,0.7347,0.0637,1.2025,0.33
0.05,1.0,0.5,4,False,90.6,27.254357449773057,0.9716,0.0158,0.7241,0.0724,0.7128,0.0947,0.9985,0.0009,0.9791,0.0072,0.8323,0.088,0.463,0.1069,0.9649,0.0197,0.7508,0.1193,1.0074,0.2701
0.1,0.0,0.75,2,True,218.4,38.96536923987761,0.9725,0.0136,0.7241,0.0663,0.7114,0.0953,0.9988,0.0006,0.9793,0.0079,1.0,0.0,0.8603,0.0642,0.5894,0.0364,0.4887,0.031,0.8157,0.1177
0.05,1.0,1.0,4,True,234.0,68.56748500564973,0.9998,0.0004,0.724,0.0728,0.7146,0.0949,1.0,0.0,0.9791,0.0083,1.0,0.0,0.7656,0.0653,0.8121,0.1193,0.5584,0.0451,1.8044,1.0891
0.125,0.0,0.5,5,True,77.8,17.369513522260778,1.0,0.0,0.724,0.0714,0.7155,0.0943,1.0,0.0,0.9789,0.0074,1.0,0.0,0.7337,0.1062,0.9107,0.0658,0.5942,0.0784,1.1572,0.2993
0.05,0.5,0.5,4,True,243.0,38.47076812334269,0.9999,0.0001,0.724,0.0773,0.712,0.1031,1.0,0.0,0.9794,0.0096,1.0,0.0,0.7613,0.11,0.8571,0.0829,0.5608,0.03,1.7939,0.4575
0.05,0.5,1.0,5,True,169.0,10.295630140987,1.0,0.0,0.724,0.0582,0.7137,0.0811,1.0,0.0,0.9797,0.0064,1.0,0.0,0.7452,0.1052,0.8571,0.0649,0.5421,0.0147,1.5816,0.1808
0.125,0.75,0.75,5,True,71.4,20.464603587658374,1.0,0.0001,0.7239,0.0653,0.7154,0.0869,1.0,0.0,0.9792,0.0065,1.0,0.0,0.7422,0.1237,0.8679,0.1217,0.5502,0.0585,1.1179,0.4686
0.075,0.5,0.5,3,True,201.4,74.70140560926548,0.9974,0.0029,0.7239,0.0681,0.71,0.0975,0.9999,0.0001,0.9803,0.0083,1.0,0.0,0.8081,0.0602,0.7015,0.0818,0.5414,0.0393,1.0932,0.3168
0.05,0.1,0.1,2,False,120.8,34.52824930401193,0.855,0.0317,0.7239,0.0858,0.7131,0.1074,0.9911,0.0021,0.9773,0.0085,0.5855,0.0514,0.4646,0.0788,0.8946,0.0286,0.7909,0.1385,0.5731,0.1072
0.05,0.5,0.1,2,False,120.8,34.52824930401193,0.855,0.0317,0.7239,0.0858,0.7131,0.1074,0.9911,0.0021,0.9773,0.0085,0.5855,0.0514,0.4646,0.0788,0.8946,0.0286,0.7909,0.1385,0.5677,0.1034
0.05,0.0,0.1,2,False,120.8,34.52824930401193,0.855,0.0317,0.7239,0.0858,0.7131,0.1074,0.9911,0.0021,0.9773,0.0085,0.5855,0.0514,0.4646,0.0788,0.8946,0.0286,0.7909,0.1385,0.8947,0.133
0.075,1.0,1.0,4,False,56.2,11.476062042355817,0.9623,0.0202,0.7238,0.0682,0.7139,0.0896,0.998,0.0011,0.9795,0.0064,0.7951,0.0836,0.4772,0.0844,0.9513,0.0223,0.7384,0.0757,0.6461,0.17
0.125,0.1,0.75,5,False,36.4,9.633275663033837,0.9934,0.0061,0.7238,0.0536,0.7138,0.0815,0.9997,0.0003,0.98,0.0059,0.9353,0.0421,0.4945,0.069,0.981,0.0187,0.7423,0.0603,0.8073,0.0428
0.05,0.75,0.5,2,False,145.2,45.515931276861735,0.8741,0.0442,0.7237,0.0795,0.7123,0.1022,0.9923,0.0029,0.9776,0.0084,0.6096,0.0789,0.4697,0.0794,0.8971,0.0355,0.8367,0.1225,0.8887,0.197
0.1,0.75,0.1,2,True,219.6,47.06166167912051,0.9664,0.0395,0.7237,0.0823,0.7092,0.1098,0.9986,0.0017,0.9787,0.0092,1.0,0.0,0.8248,0.0545,0.6033,0.0957,0.474,0.0402,0.7893,0.1093
0.075,1.0,1.0,5,True,164.4,105.29150013177701,1.0,0.0001,0.7237,0.0709,0.712,0.0941,1.0,0.0,0.9793,0.0077,1.0,0.0,0.7369,0.0944,0.8652,0.1132,0.548,0.0515,1.462,0.6046
0.025,0.0,0.1,4,True,405.2,123.0841175781831,0.9981,0.0027,0.7236,0.0777,0.7132,0.1019,0.9999,0.0001,0.978,0.0104,1.0,0.0,0.7883,0.0782,0.7668,0.132,0.5466,0.0493,2.6974,0.7687
0.05,0.75,0.1,2,False,127.4,39.72782400283207,0.8599,0.0418,0.7235,0.0853,0.7129,0.1071,0.9914,0.0027,0.9774,0.0086,0.5976,0.0702,0.4646,0.0788,0.8958,0.0303,0.7909,0.1385,0.5863,0.1018
0.075,0.5,1.0,4,False,68.8,22.829805080201627,0.9751,0.0222,0.7234,0.0644,0.7139,0.0883,0.9987,0.0012,0.9795,0.0073,0.8454,0.0842,0.4942,0.1026,0.9688,0.0287,0.7486,0.119,0.8138,0.4683
0.075,1.0,0.5,5,True,113.2,27.788486824582588,0.9996,0.0009,0.7234,0.0728,0.7129,0.0973,1.0,0.0,0.9793,0.0078,1.0,0.0,0.7481,0.1147,0.8505,0.1106,0.5378,0.0448,1.2705,0.5735
0.025,0.75,1.0,5,False,158.4,15.533834040570921,0.9931,0.0045,0.7234,0.0667,0.713,0.0881,0.9996,0.0002,0.9794,0.0075,0.9122,0.0314,0.4922,0.1497,0.9839,0.0102,0.7507,0.0756,1.2691,0.1645
0.1,0.0,0.1,3,True,155.0,57.17954179599553,0.9915,0.0183,0.7233,0.0681,0.7106,0.0942,0.9996,0.0008,0.9784,0.0093,1.0,0.0,0.7996,0.0507,0.7439,0.1375,0.5399,0.0532,0.853,0.2405
0.125,0.1,0.1,4,False,37.0,11.247221879201993,0.9745,0.0197,0.7233,0.0795,0.7108,0.1041,0.9987,0.0011,0.9802,0.0074,0.8507,0.0735,0.5299,0.0996,0.965,0.0237,0.7269,0.061,0.5275,0.1449
0.1,0.1,0.5,5,True,98.8,14.394443372357268,1.0,0.0,0.7233,0.0721,0.7105,0.0957,1.0,0.0,0.9791,0.0072,1.0,0.0,0.7159,0.1102,0.9258,0.0705,0.569,0.0416,1.0013,0.1164
0.1,0.0,0.5,4,False,51.0,9.460443964212251,0.9792,0.018,0.7233,0.0663,0.714,0.0914,0.9989,0.001,0.9788,0.0076,0.8524,0.0611,0.4615,0.0926,0.9652,0.02,0.7426,0.0715,0.5445,0.0593
0.075,0.75,0.5,5,True,176.0,157.23708214031447,1.0,0.0,0.7233,0.0797,0.7114,0.1038,1.0,0.0,0.9792,0.0084,1.0,0.0,0.7643,0.1048,0.8583,0.0891,0.5498,0.0576,1.2938,0.4101
0.125,0.0,0.75,4,True,108.4,17.487138130637614,1.0,0.0,0.7233,0.0636,0.7077,0.092,1.0,0.0,0.9789,0.0086,1.0,0.0,0.7418,0.0899,0.8885,0.0759,0.5477,0.0277,0.8531,0.0913
0.075,0.75,0.1,4,False,61.2,13.14153720079961,0.9771,0.0183,0.7232,0.0748,0.7144,0.0934,0.9988,0.001,0.9791,0.0063,0.8543,0.0718,0.4665,0.1594,0.967,0.0227,0.7434,0.0788,0.5707,0.0501
0.1,0.75,0.1,3,False,54.8,20.27806696901852,0.9386,0.0371,0.7232,0.0803,0.7145,0.0997,0.9967,0.0021,0.9797,0.0078,0.7387,0.095,0.4524,0.1146,0.9336,0.0313,0.7591,0.0596,0.4703,0.0867
0.05,0.5,1.0,2,True,375.2,118.9945376897612,0.95,0.0521,0.7232,0.0722,0.7111,0.1015,0.9977,0.0027,0.9793,0.008,1.0,0.0,0.8814,0.0722,0.5508,0.0821,0.4789,0.0773,1.1792,0.2465
0.1,1.0,0.5,4,False,48.0,7.416198487095662,0.9764,0.0208,0.7232,0.0581,0.7151,0.081,0.9988,0.0011,0.9789,0.007,0.8544,0.0623,0.493,0.0859,0.9656,0.0314,0.7397,0.0455,0.5329,0.1026
0.025,0.0,0.5,4,True,465.6,107.42113386107968,0.9998,0.0004,0.7231,0.0763,0.7122,0.102,1.0,0.0,0.9784,0.0104,1.0,0.0,0.7737,0.0832,0.8114,0.1107,0.5486,0.0413,3.138,1.1462
0.1,0.5,0.75,5,True,122.2,65.73203176534253,1.0,0.0001,0.723,0.0644,0.7133,0.0866,1.0,0.0,0.9798,0.0074,1.0,0.0,0.7219,0.1056,0.9147,0.1019,0.5786,0.0514,1.0247,0.1508
0.125,0.1,0.5,4,True,99.6,28.085583490467133,0.999,0.0023,0.723,0.0797,0.7118,0.1034,1.0,0.0001,0.9788,0.0088,1.0,0.0,0.7311,0.0933,0.8645,0.1254,0.5699,0.0603,1.1017,0.2401
0.075,1.0,0.5,4,False,65.2,24.38647165950827,0.9735,0.0234,0.7229,0.0736,0.7121,0.0963,0.9986,0.0013,0.9791,0.0072,0.8448,0.0958,0.4965,0.1043,0.9666,0.0236,0.7587,0.0808,0.6004,0.1097
0.125,0.5,0.1,4,False,34.4,10.430723848324238,0.9725,0.0213,0.7229,0.0795,0.711,0.1038,0.9986,0.0011,0.9798,0.0074,0.8385,0.0615,0.4961,0.0994,0.959,0.0275,0.7338,0.0634,0.455,0.0578
0.1,0.1,1.0,2,True,221.4,73.27550750421317,0.9652,0.0358,0.7228,0.0756,0.71,0.1037,0.9985,0.0016,0.9795,0.0086,1.0,0.0,0.8518,0.0619,0.5927,0.0853,0.4823,0.0284,0.8199,0.2175
0.05,0.1,0.75,4,True,242.0,33.17378483079674,0.9999,0.0002,0.7227,0.0759,0.712,0.0991,1.0,0.0,0.9782,0.0094,1.0,0.0,0.762,0.0747,0.8363,0.0883,0.5411,0.0171,1.5097,0.1731
0.075,0.75,1.0,5,True,118.0,25.10975905897944,0.9999,0.0003,0.7227,0.0629,0.7133,0.0877,1.0,0.0,0.9792,0.0078,1.0,0.0,0.7544,0.0939,0.8619,0.1191,0.5523,0.0395,1.2837,0.3336
0.1,0.1,0.1,5,False,42.4,9.181503144910424,0.9976,0.0031,0.7225,0.0667,0.7059,0.0962,0.9999,0.0002,0.9803,0.0063,0.9393,0.0296,0.492,0.1196,0.9943,0.0093,0.7463,0.0499,0.5682,0.0863
0.05,0.75,0.1,4,False,83.8,16.513630733427462,0.9793,0.0086,0.7224,0.0782,0.7138,0.0966,0.9989,0.0005,0.9788,0.0068,0.8407,0.0317,0.4567,0.1275,0.967,0.0082,0.7528,0.101,0.6932,0.1595
0.075,0.5,0.1,5,False,51.6,11.171392035015153,0.9953,0.0041,0.7224,0.0763,0.714,0.0942,0.9998,0.0002,0.9786,0.0067,0.9194,0.0457,0.481,0.1658,0.991,0.0103,0.7427,0.0693,0.6109,0.0731
0.025,0.5,0.5,4,True,396.2,97.42792207575815,0.9985,0.0018,0.7223,0.0779,0.7122,0.1006,0.9999,0.0001,0.9788,0.0093,1.0,0.0,0.7654,0.0856,0.7563,0.1394,0.5264,0.0319,2.6398,1.0136
0.05,0.5,0.1,4,False,89.0,17.029386365926403,0.979,0.0139,0.7223,0.0812,0.7118,0.0987,0.9989,0.0007,0.9788,0.0067,0.8473,0.0618,0.4729,0.1299,0.9707,0.0198,0.7822,0.1474,0.7096,0.0867
0.05,0.1,0.5,4,True,221.8,48.21514284952395,0.9994,0.0008,0.7223,0.0857,0.7108,0.1098,1.0,0.0,0.9787,0.0102,1.0,0.0,0.772,0.0751,0.8021,0.1159,0.5431,0.0494,1.7368,0.3377
0.025,0.1,0.1,4,True,395.4,134.73603823773357,0.9968,0.0045,0.7223,0.0775,0.7102,0.1022,0.9999,0.0002,0.9786,0.0099,1.0,0.0,0.7853,0.0743,0.7581,0.1453,0.5378,0.0359,2.6716,1.3195
0.025,0.5,1.0,5,False,153.8,29.743906939069046,0.9921,0.0055,0.7221,0.0634,0.7116,0.0841,0.9996,0.0003,0.9791,0.0072,0.8934,0.0488,0.4778,0.125,0.983,0.0114,0.7221,0.0586,1.3549,0.451
0.1,1.0,0.75,5,True,89.2,14.289856542317,1.0,0.0,0.7221,0.0645,0.7106,0.0866,1.0,0.0,0.979,0.0063,1.0,0.0,0.6979,0.1031,0.897,0.0656,0.5324,0.0332,0.9665,0.1524
0.05,1.0,0.5,2,False,144.4,53.09708089904755,0.8713,0.0536,0.7221,0.0781,0.711,0.1009,0.9921,0.0035,0.9773,0.0083,0.6094,0.1024,0.4568,0.0751,0.8941,0.0353,0.833,0.1225,0.6097,0.1048
0.05,0.1,0.75,5,False,83.6,22.53441811984503,0.9933,0.0072,0.722,0.0603,0.7114,0.0862,0.9997,0.0004,0.9794,0.0068,0.9153,0.0561,0.5,0.1082,0.9806,0.0129,0.7437,0.0709,1.1157,0.3022
0.1,0.5,0.1,5,False,47.2,17.49857137025763,0.9962,0.0052,0.722,0.0722,0.7122,0.0917,0.9998,0.0003,0.9796,0.0073,0.9395,0.057,0.5052,0.1327,0.9915,0.0154,0.724,0.0574,0.8302,0.1892
0.05,0.75,1.0,2,True,354.0,103.02426898551623,0.9441,0.0529,0.722,0.0781,0.7102,0.1057,0.9974,0.0027,0.9792,0.0084,1.0,0.0,0.8807,0.0563,0.5407,0.0818,0.4592,0.0731,1.3772,0.3871
0.025,1.0,0.1,2,False,246.0,64.6297145282261,0.8577,0.0248,0.7219,0.0837,0.711,0.1046,0.9913,0.0017,0.9771,0.0088,0.5874,0.0369,0.4684,0.0787,0.8898,0.022,0.8152,0.1374,1.0095,0.5107
0.125,0.5,0.75,4,True,159.2,149.3358630738109,0.9999,0.0002,0.7218,0.0521,0.7121,0.0774,1.0,0.0,0.9776,0.0091,1.0,0.0,0.7526,0.0637,0.8526,0.0846,0.5527,0.0219,0.8809,0.1939
0.025,0.1,1.0,5,False,151.4,39.90363391973217,0.9888,0.0089,0.7218,0.0667,0.7115,0.0875,0.9994,0.0005,0.9789,0.0068,0.8835,0.0673,0.4672,0.1169,0.9812,0.0125,0.7406,0.0615,1.4972,0.4438
0.075,1.0,0.1,4,True,145.6,48.3663105890867,0.9998,0.0003,0.7218,0.0713,0.7123,0.0954,1.0,0.0,0.9783,0.0093,1.0,0.0,0.7509,0.0702,0.8151,0.12,0.5411,0.0296,1.098,0.272
0.125,0.1,1.0,4,True,102.8,34.94567212116545,0.9981,0.0042,0.7218,0.0591,0.7114,0.0862,0.9999,0.0002,0.9799,0.0075,1.0,0.0,0.7241,0.1001,0.8516,0.1309,0.5436,0.0759,0.8475,0.27
0.05,0.1,0.1,3,True,250.6,80.38532204326857,0.9913,0.009,0.7217,0.0712,0.7082,0.1002,0.9996,0.0004,0.9793,0.0089,1.0,0.0,0.8061,0.0623,0.6543,0.0792,0.4887,0.0301,1.1621,0.3394
0.025,0.1,0.5,5,False,148.2,29.9866637023861,0.9927,0.005,0.7217,0.0609,0.712,0.0837,0.9996,0.0003,0.9793,0.0068,0.9008,0.0482,0.4476,0.1294,0.9849,0.0115,0.7566,0.0745,1.5199,0.4167
0.1,0.0,0.75,4,True,126.4,41.8963005526741,0.9997,0.0007,0.7217,0.065,0.7092,0.095,1.0,0.0,0.9795,0.0084,1.0,0.0,0.7483,0.073,0.8683,0.1082,0.5788,0.0567,1.1641,0.6982
0.125,0.5,0.5,5,True,70.0,15.652475842498529,1.0,0.0,0.7217,0.0658,0.7123,0.0862,1.0,0.0,0.9777,0.0068,1.0,0.0,0.6961,0.0685,0.8681,0.0979,0.5436,0.0434,1.1065,0.2232
0.075,0.0,0.5,4,False,68.4,18.22909761891685,0.979,0.0195,0.7215,0.0786,0.7098,0.1011,0.9989,0.001,0.9789,0.0071,0.8659,0.0831,0.5075,0.1004,0.9708,0.0239,0.7779,0.0741,0.9199,0.157
0.05,0.5,0.75,4,True,250.6,68.6061221757942,1.0,0.0,0.7215,0.0673,0.7099,0.0964,1.0,0.0,0.9792,0.0084,1.0,0.0,0.7579,0.0866,0.834,0.1227,0.5735,0.0552,1.8412,0.8189
0.1,1.0,1.0,2,True,192.2,43.75728510773949,0.9563,0.0404,0.7214,0.0708,0.7095,0.0995,0.9981,0.0018,0.9791,0.0085,1.0,0.0,0.871,0.0373,0.5626,0.0726,0.4653,0.0545,0.9639,0.3693
0.1,0.5,0.5,5,True,102.2,15.801898620102586,1.0,0.0,0.7214,0.0535,0.7116,0.0775,1.0,0.0,0.9794,0.0063,1.0,0.0,0.6998,0.1143,0.9422,0.0676,0.5731,0.0435,1.3241,0.3618
0.025,0.5,0.5,2,True,627.4,155.8614769595104,0.9349,0.0456,0.7214,0.081,0.71,0.1089,0.9971,0.0022,0.9789,0.0089,1.0,0.0,0.8859,0.0593,0.5212,0.0693,0.449,0.0724,2.0297,0.7157
0.05,1.0,0.75,4,True,305.8,163.3621743244133,1.0,0.0001,0.7213,0.0742,0.7091,0.0991,1.0,0.0,0.979,0.0087,1.0,0.0,0.7651,0.1045,0.8277,0.1175,0.5615,0.0517,1.8962,0.2679
0.125,0.0,0.1,3,True,130.4,48.73191972413974,0.9962,0.0065,0.7213,0.0657,0.7086,0.0916,0.9998,0.0003,0.9796,0.0072,1.0,0.0,0.7974,0.0618,0.7634,0.1379,0.5512,0.0462,0.8294,0.3609
0.025,0.75,0.1,5,True,444.8,288.4938474213965,1.0,0.0,0.7213,0.0755,0.711,0.0984,1.0,0.0,0.9783,0.0083,1.0,0.0,0.7295,0.0826,0.8531,0.0989,0.5621,0.078,3.3964,1.4753
0.075,1.0,1.0,2,False,94.6,27.2176413379264,0.8657,0.0486,0.7213,0.0746,0.7106,0.0964,0.9919,0.003,0.9773,0.0084,0.6029,0.0869,0.4774,0.1013,0.8884,0.0429,0.8159,0.1113,0.5098,0.0628
0.1,0.75,0.75,2,True,158.6,40.899877750428544,0.9378,0.0485,0.7212,0.0762,0.7098,0.1042,0.9972,0.0024,0.9792,0.0088,1.0,0.0,0.872,0.0616,0.5277,0.0793,0.451,0.0666,0.6894,0.1479
0.1,0.0,0.1,4,True,109.8,28.199290771223307,0.999,0.0013,0.7212,0.0693,0.7122,0.0915,1.0,0.0001,0.9784,0.0091,1.0,0.0,0.7679,0.0553,0.8301,0.1307,0.5338,0.0423,1.1729,0.2887
