model,param,fold,test_recall,test_precision,test_pr_auc,test_roc_auc,test_pr_auc_adj,train_recall,train_precision,train_pr_auc,train_roc_auc,train_pr_auc_adj,time
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 75, 'random_state': 4}",5,0.4838709677419355,0.8333333333333334,0.7341716444252678,0.9780331348931656,0.7409682710384851,0.9351535836177476,0.9785714285714284,0.997398585631692,0.9998821053272092,0.9973979449011272,25.273443060999853
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'random_state': 4}",1,0.5217391304347826,0.8571428571428571,0.7557296287789256,0.9819814279564604,0.7928350948161533,1.0,1.0,1.0,1.0,1.0,19.08088372100065
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'random_state': 4}",2,0.5641025641025641,0.7857142857142857,0.7533928371403267,0.977253330364763,0.714355563971113,1.0,1.0,1.0,1.0,1.0,21.987789335000343
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'random_state': 4}",3,0.4411764705882353,0.7142857142857143,0.681054655693813,0.978997633536173,0.6669908278063965,1.0,1.0,1.0,1.0,1.0,26.115366006999466
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'random_state': 4}",4,0.2894736842105263,0.6875,0.6267604275567836,0.9610587161545484,0.589973263317146,0.9803921568627452,1.0,0.9999846513360244,0.9999992984671506,0.9999846513360248,30.172190203000355
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'random_state': 4}",5,0.5483870967741935,0.85,0.7511729214041875,0.9788638146661128,0.7575592861510485,0.955631399317406,1.0,0.9996513524470416,0.99998370119731,0.9996513509195744,33.15705197600073
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 125, 'random_state': 4}",1,0.5652173913043478,0.8666666666666667,0.7557630531022127,0.9823504089539388,0.7930022855623093,1.0,1.0,1.0,1.0,1.0,23.330710538999483
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 125, 'random_state': 4}",2,0.5641025641025641,0.8148148148148148,0.7505080186930326,0.9769935804668076,0.7107430616560123,1.0,1.0,1.0,1.0,1.0,27.944258667999748
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 125, 'random_state': 4}",3,0.4705882352941176,0.7272727272727273,0.694927102786532,0.9795892494929008,0.6813907381947852,1.0,1.0,1.0,1.0,1.0,32.131988753999394
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 125, 'random_state': 4}",4,0.3157894736842105,0.7058823529411765,0.629841113863208,0.9501064800730148,0.5930552479581742,0.992156862745098,1.0,1.0,1.0,1.0,35.98231291400043
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 125, 'random_state': 4}",5,0.5483870967741935,0.85,0.7597238827605918,0.9790945590474872,0.7655230595348751,0.9829351535836176,1.0,0.9999422881334488,0.999997283532885,0.9999422881334488,41.34037177400023
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'random_state': 4}",1,0.4782608695652174,0.7857142857142857,0.718504418241392,0.9802595166348932,0.7605699878071381,1.0,1.0,1.0,1.0,1.0,12.83617182999933
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'random_state': 4}",2,0.4615384615384615,0.782608695652174,0.6686693665172171,0.972466510816728,0.6078258442958081,1.0,1.0,1.0,1.0,1.0,15.234410480000406
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'random_state': 4}",3,0.3235294117647059,0.6111111111111112,0.641445247827823,0.979631507775524,0.6226304496871924,1.0,1.0,1.0,1.0,1.0,17.66561839499991
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'random_state': 4}",4,0.3421052631578947,0.7222222222222222,0.6282741562758501,0.9637397322786736,0.5923428153770433,0.996078431372549,1.0,1.0,1.0,1.0,20.82871369500026
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'random_state': 4}",5,0.5806451612903226,0.72,0.7944599148479657,0.9815404494900548,0.7998181476246742,0.9863481228668942,0.996551724137931,0.9997401831186472,0.999988047544694,0.9997401159877258,23.14473944099973
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 75, 'random_state': 4}",1,0.4782608695652174,0.7857142857142857,0.7460121499169474,0.9824119057868522,0.784472330313889,1.0,1.0,1.0,1.0,1.0,18.870663202999825
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 75, 'random_state': 4}",2,0.4358974358974359,0.8095238095238095,0.6926051870979492,0.9736168317933876,0.640596022610239,1.0,1.0,1.0,1.0,1.0,23.08711641300033
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 75, 'random_state': 4}",3,0.3823529411764705,0.6842105263157895,0.6362924392773526,0.9789553752535496,0.6184357450446214,1.0,1.0,1.0,1.0,1.0,26.77397310000015
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 75, 'random_state': 4}",4,0.3421052631578947,0.7222222222222222,0.6197630102467987,0.9620474596896866,0.5832081490438329,1.0,1.0,1.0,1.0,1.0,30.67036605999965
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 75, 'random_state': 4}",5,0.5806451612903226,0.72,0.783297536276825,0.9801559832018092,0.7889896506712861,1.0,1.0,1.0,1.0,1.0,34.61200818399993
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 4}",1,0.4782608695652174,0.7857142857142857,0.7535890977408847,0.9825348994526782,0.790140049821332,1.0,1.0,1.0,1.0,1.0,25.442029916000138
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 4}",2,0.4615384615384615,0.8181818181818182,0.691259935764301,0.972169653790493,0.640542469176556,1.0,1.0,1.0,1.0,1.0,30.634528726999637
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 4}",3,0.3529411764705882,0.6666666666666666,0.6418161982871206,0.9788708586883028,0.6237327848303099,1.0,1.0,1.0,1.0,1.0,36.0746017850006
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 4}",4,0.3421052631578947,0.6842105263157895,0.6231680507258139,0.9626939458472772,0.5863617474235412,1.0,1.0,1.0,1.0,1.0,41.1754593579999
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 4}",5,0.5806451612903226,0.72,0.788585143259872,0.9810328118510314,0.7935861667365568,1.0,1.0,1.0,1.0,1.0,46.30998115799957
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 125, 'random_state': 4}",1,0.5652173913043478,0.8666666666666667,0.7744648479266223,0.9792755673082836,0.804866599942176,1.0,1.0,1.0,1.0,1.0,28.51464736399976
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 125, 'random_state': 4}",2,0.5641025641025641,0.8148148148148148,0.7648941089858154,0.9768822590819696,0.727452197606823,1.0,1.0,1.0,1.0,1.0,33.20636730200022
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 125, 'random_state': 4}",3,0.4411764705882353,0.6818181818181818,0.6353086833923521,0.9785327924273156,0.6164198759835631,1.0,1.0,1.0,1.0,1.0,39.21505131200138
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 125, 'random_state': 4}",4,0.3684210526315789,0.7,0.6634152603731348,0.9652418618801338,0.6298876477679668,1.0,1.0,1.0,1.0,1.0,45.49689983099961
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 125, 'random_state': 4}",5,0.6129032258064516,0.76,0.7883108912638829,0.9821865337579028,0.793936260229723,1.0,1.0,1.0,1.0,1.0,50.80888698000126
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",1,0.5217391304347826,0.8,0.6902240539567761,0.9848102822704632,0.7157869190253079,0.779874213836478,0.9393939393939394,0.9494105318868732,0.9965926917375474,0.9494081906239018,5.129511570999966
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",2,0.5128205128205128,0.7407407407407407,0.7022548091268142,0.9725407250732866,0.6537520111164061,0.7197802197802198,0.9424460431654677,0.93898222570011,0.9960402433635838,0.9389684905777308,6.757150980000006
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",3,0.4117647058823529,0.7368421052631579,0.6083414527449023,0.9755747126436782,0.5863818198365778,0.7104072398190046,0.9515151515151516,0.922375913991626,0.9941746935484764,0.9223657940456492,7.152787784999418
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",4,0.3684210526315789,0.56,0.5873938989619641,0.9570657134164892,0.551192285778723,0.7098039215686275,0.923469387755102,0.898409928210496,0.993633940159248,0.8976069320579689,8.788453829999526
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 50, 'random_state': 4}",5,0.4838709677419355,0.7894736842105263,0.7285632150514804,0.9771101573676682,0.733811610866212,0.6825938566552902,0.8810572687224669,0.8784294992894671,0.9911133494800138,0.8783132879285903,9.848283183000603
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 75, 'random_state': 4}",1,0.5217391304347826,0.8,0.7099386572942472,0.9833343582805484,0.7534371724281697,0.8553459119496856,0.9784172661870504,0.9757836883224846,0.9983305268914698,0.9757828970903608,7.595743586999561
Gradient Boosting,"{'learning_rate': 0.2, 'max_depth': 2, 'n_estimators': 75, 'random_state': 4}",2,0.5384615384615384,0.75,0.716383206354958,0.9717614753794204,0.6714573309147144,0.8351648351648352,0.9681528662420382,0.9773239177785704,0.9988103735427074,0.9773187045611872,9.731197170000089
